NP score,QED score,SA score,diversity score,drugcandidate score,la,logP score,loss D,loss G,loss RL,loss SL,loss V,novel score,unique score,valid score,wmc_input_to_atom
nan,nan,nan,nan,0.11783951472333935,1.0,nan,1.5033115,-0.8770557,-0.28297406,0.9542842,0.6943626,nan,0,0.0,0.04571581
nan,nan,nan,nan,0.11783951472333935,1.0,nan,-36.357582,17.971563,-0.006513344,0.48629063,0.0002780515,nan,0,0.0,0.51370937
0.7638344715401726,0.44757819642786645,0.3334972068003649,0.9682184803992966,0.4761609521158917,1.0,0.8746902689957312,-16.788494,-5.5382338,-0.0049667303,0.9825849,0.0061558243,99.95034756703079,5.858987090367428,80.55999875068665,0.017415106
0.9982654524386969,0.5869687415431063,0.5949103967951297,0.9943357243018051,0.6190217154748405,1.0,0.36440356939307195,-24.320276,21.397968,-0.058808986,0.9550575,0.0077425027,99.97889850179362,2.363367799113737,94.77999806404114,0.0449425
0.9969331110033192,0.5685029818824142,0.26383384796461695,0.5649395121359405,0.1899230262345284,1.0,0.3049980370261928,-57.47799,29.578495,-0.01851858,0.99930024,0.0003670708,100.0,7.416563658838071,16.179999709129333,0.00069975853
0.9968173656591228,0.5741905970542033,0.4134051651133329,0.7773391661924132,0.23597620500245176,1.0,0.33574857530865143,-67.27335,33.667477,-0.015738431,0.9986621,0.0007196328,100.0,4.358353510895883,24.779999256134033,0.0013378859
0.9877292243888771,0.5064728578272327,0.46955357508681506,0.9057831055923536,0.18555924772853247,1.0,0.2376919570889738,-20.60203,-16.581331,-0.026441783,0.98024917,0.00088670145,100.0,6.258890469416785,14.059999585151672,0.019750834
0.9976678249710433,0.6007622801964946,0.5496016846484716,0.9965885455424094,0.38987559717904186,1.0,0.37863955100382973,-71.0781,31.19695,-0.13259631,0.89076084,0.00040180603,100.0,0.8781977854142803,52.38000154495239,0.10923916
0.9992135906703393,0.5844299424563448,0.41075332783915486,0.7791853451134111,0.2978878997923796,1.0,0.33992412933277516,-79.12704,33.523064,-0.09214153,0.8080652,0.00016105897,100.0,2.03862660944206,37.27999925613403,0.19193482
0.9231453577018743,0.5608425114467989,0.3822581137708454,0.7269461822543599,0.2006388062909014,1.0,0.33585332466801726,-90.981094,44.820232,-0.009663848,0.9480385,0.00010836026,100.0,2.6528258362168398,17.339999973773956,0.05196148
0.9914019040632389,0.5581223417055378,0.11333265866818316,0.3997446072216761,0.35185446502074663,1.0,0.3471424710110605,-91.120255,41.042957,-0.039779503,0.99370784,0.00010576655,100.0,0.6795786612300373,58.85999798774719,0.0062921643
0.7786366101318526,0.5745562189565844,0.2213237258754301,0.7002672745574077,0.26980019166418423,1.0,0.3619489935834123,-95.77548,45.870316,-0.016223522,0.5177251,0.0035078207,100.0,0.6880733944954129,34.8800003528595,0.4822749
0.7890199778771975,0.5421909511069687,0.22057158635330754,0.6335263369393497,0.3625815728078941,1.0,0.3182677115205039,-100.66545,47.998367,-0.03466797,0.8990159,6.907429e-05,100.0,0.5453306066803,58.67999792098999,0.1009841
0.8124868404640218,0.5409915454431649,0.21195976235648673,0.5893890257266685,0.4059687151020247,1.0,0.32797315269056265,-105.98419,50.301365,-0.023740051,0.9962474,0.00020644593,100.0,0.663972286374134,69.2799985408783,0.0037525892
0.8469091076087043,0.5947145856963922,0.4219738117942417,0.7978505989223716,0.43885229223908734,1.0,0.34222568039605594,-107.34597,49.432858,-0.09795989,0.9924715,8.314123e-05,100.0,0.6259314456035767,67.10000038146973,0.007528484
0.9245897696220895,0.5313404901742593,0.37413398958953753,0.561026175143674,0.45927018295358285,1.0,0.3663102345235789,-110.54852,53.643353,-0.010245942,0.99673986,0.000106456115,100.0,0.8320332813312533,76.92000269889832,0.0032601357
0.9218237515300645,0.5348172286845353,0.6019372764527402,0.6892433316635238,0.5468847967447157,1.0,0.4136685163545519,-115.67609,55.678543,-0.22694878,0.85529923,0.0055797314,98.5146252285192,0.7769652650822669,87.51999735832214,0.14470077
0.9126463222822314,0.4608155630295277,0.39484862463774345,0.6782455963357593,0.4588660621419532,1.0,0.29998880056481964,-95.08025,34.015854,-0.0042697685,0.99202645,0.00010736649,100.0,0.9399477806788512,76.5999972820282,0.007973552
0.8891619216774475,0.4800547091282198,0.4350030088490702,0.7999685473562063,0.4218045507213983,1.0,0.3584935369775935,-125.47042,62.15767,-0.005638806,0.9793993,4.876389e-05,100.0,0.7264687302590018,63.31999897956848,0.020600677
0.9678002987363907,0.5067805436660128,0.38221939538376476,0.5502782368709701,0.45904911178114,1.0,0.4178114557332585,-128.30035,63.88437,-0.018733313,0.99956286,0.00040534057,100.0,0.7347352419559159,78.93999814987183,0.00043714046
0.9965717875496011,0.511402872451961,0.3346296947881815,0.5313523386216452,0.4051048578628961,1.0,0.4731716205580728,-136.08165,68.10005,-0.005376045,0.9647708,0.000101822705,100.0,0.7909948281107393,65.74000120162964,0.035229206
0.9979394914726448,0.509665403705741,0.3389721602481138,0.2552380455099358,0.43679801219346776,1.0,0.46416454380039046,-0.51636505,65.211365,-0.0071402197,0.70237005,0.0001409475,100.0,0.6029049054535489,72.97999858856201,0.29762995
0.9929157881593514,0.5120142735525092,0.3612622931891993,0.48167003108361117,0.3521050276395362,1.0,0.5033046731480189,-0.330307,65.5258,-0.008467229,0.88908005,0.00012349157,100.0,0.805523590333717,52.139997482299805,0.11091995
0.9410043982875359,0.5149627775209454,0.3827037088732473,0.6645283127904189,0.28904962704537696,1.0,0.5386264386499751,-0.22436523,65.28565,-0.08637117,0.8874421,0.0011386294,100.0,0.8564231738035265,39.70000147819519,0.11255789
0.9944845686124397,0.5259487787283733,0.3878091857428286,0.4365257546519194,0.3043916427771249,1.0,0.5103782842183657,0.7260742,64.06261,-0.012521581,0.9943264,0.00021584475,100.0,0.7072135785007072,42.419999837875366,0.0056735873
0.9996549044401566,0.5221004880554562,0.37958951728390466,0.447306030483883,0.3897540332455095,1.0,0.4973309036871448,0.77321625,64.81323,-0.012553636,0.9291815,0.0002785974,100.0,0.6880733944954129,61.04000210762024,0.070818484
0.9975912577591076,0.5171009780843758,0.36564895380490353,0.32813576633400277,0.4300404363414149,1.0,0.47072001581646455,-1.4787445,67.35494,-0.01145428,0.9602068,0.00019989259,100.0,0.9412435824301199,70.1200008392334,0.039793193
0.9841492340541796,0.5147624244770552,0.3681079903220916,0.3589178542025764,0.4398388280504549,1.0,0.45478886949751246,-2.0971298,67.404945,-0.12119074,0.9460189,0.0010170486,100.0,1.276713849569803,72.06000089645386,0.053981125
0.9474428483906122,0.518315861843869,0.356448519972368,0.44944192130698746,0.40496887264710574,1.0,0.43968162044943176,-3.7698975,66.767456,-0.011466197,0.9441246,0.00012567815,100.0,1.2281240405280933,65.14000296592712,0.05587542
0.9746175419293899,0.5089088224805287,0.358517241791851,0.3201132845755426,0.4297294834856549,1.0,0.43973745476417425,-74.15912,56.705788,-0.09700793,0.878489,0.00034083182,100.0,0.8893829905503057,71.96000218391418,0.12151098
0.9977318045451824,0.5244214942100407,0.009320644711471093,0.42243629962229,0.3211333743212124,1.0,0.4613957379233102,-97.59133,72.230316,-0.0079475455,0.9989121,0.00025392417,100.0,0.3401360544217687,52.920001745224,0.001087904
0.9648287704826657,0.5162281627176661,0.23037950436342525,0.27305314530234637,0.42465550146236747,1.0,0.40973167384397596,-95.466354,67.096436,-0.005538302,0.9392196,0.00016098586,100.0,1.4608599779492832,72.5600004196167,0.060780406
0.9152436153114578,0.4753104428170732,0.30756738162332753,0.7272980740499523,0.383342263537724,1.0,0.3184841564396558,-98.74585,70.68928,-0.13787277,0.958975,0.0027488186,99.94010182689428,1.3776579814315664,66.78000092506409,0.041024983
0.9971854511079795,0.43962410346262437,0.1180479249894961,0.7037741556666051,0.3500988194111082,1.0,0.25421500549631426,-101.767845,72.294914,-0.0111185685,0.998138,0.001291531,99.97013142174433,0.9259259259259258,66.96000099182129,0.0018619895
0.9784575587331378,0.44740284962854243,0.15118891266358103,0.7480447153035951,0.42691808159576633,1.0,0.2530264255282469,-103.1832,73.249374,-0.005739896,0.94536346,9.936891e-05,100.0,1.0297215071378423,85.46000123023987,0.054636538
0.9470646547238275,0.4509586856491879,0.22790144001909446,0.6663291963109087,0.39563401529446585,1.0,0.3643073580285761,-100.84729,71.21208,-0.016181732,0.9841838,0.00063671346,100.0,1.0431758910460736,69.01999711990356,0.015816212
0.9580424551137923,0.4682663653947339,0.37993258192318813,0.8851398906981378,0.48187486820687164,1.0,0.3424386440294559,-105.29517,73.15282,-0.1017044,0.7668539,0.010455058,100.0,1.0006981615080288,85.93999743461609,0.23314607
0.9409796193018971,0.47966732497198283,0.16122438961820787,0.97909068824631,0.46586772327933884,1.0,0.3905084605834599,-89.39882,54.202065,-0.026012324,0.9951178,0.00079296157,100.0,0.8608971454463071,88.27999830245972,0.0048822165
0.954314375869157,0.49662210845109733,0.17715056876085936,0.8715004909367934,0.4629876610297889,1.0,0.43925706932512804,-110.74361,75.78327,-0.006867091,0.6752645,0.00022125951,100.0,0.8100810081008101,88.88000249862671,0.32473552
0.8930438421374426,0.5463480913531481,0.4233242535665937,0.7568360750165233,0.5333670593647912,1.0,0.40558317556118617,-2.6527138,-39.566666,-0.14431356,0.97988063,0.00010656288,100.0,1.2796649604467194,85.96000075340271,0.020119369
0.9415441185922832,0.5999479102917264,0.5136913470654758,0.9258249700215049,0.5534350961631529,1.0,0.4610718127650411,-7.2001038,-31.71061,-0.20689803,0.9772146,0.00018895949,100.0,0.8843379101698859,85.93999743461609,0.022785425
0.9650193084828288,0.6032265205974927,0.6109957867441711,0.9497455645636171,0.5372573873568748,1.0,0.5095825011836017,-8.404564,-29.149227,-0.19543386,0.81021595,0.0003758773,100.0,0.8585858585858586,79.19999957084656,0.18978405
